,Item,Pronunciation,Phonology,Frequency,Length
15400,schoolbook,S K UW L B UH K,skulbUk,0.08,7
15401,schoolboy,S K UW L B OY,skulbO,1.31,6
15402,schoolchild,S K UW L CH AY L D,skulCYld,0.04,8
15403,schooler,S K UW L AH R,skulxr,0.06,6
15404,schoolgirl,S K UW L G AH R L,skulgxrl,1.88,8
15405,schoolhouse,S K UW L HH AW S,skulhWs,1.12,7
15406,schooling,S K UW L IH NG,skulIG,1.43,6
15407,schoolmaster,S K UW L M AE S T AH R,skulmAstxr,0.9,10
15408,schoolmate,S K UW L M EY T,skulmet,0.12,7
15409,schoolroom,S K UW L R UW M,skulrum,0.31,7
15410,schoolwork,S K UW L W AH R K,skulwxrk,0.96,8
15411,schooner,S K UW N AH R,skunxr,0.75,6
15412,sciatica,S AY AE T IH K AH,sYAtIkx,0.25,7
15413,science,S AY IH N S,sYIns,37.25,5
15414,scientific,S AY IH N T IH F IH K,sYIntIfIk,11.37,9
15415,scientist,S AY IH N T IH S T,sYIntIst,12.18,8
15416,scimitar,S IH M AH T AH R,sImxtxr,0.22,7
15417,scintillate,S IH N T AH L EY T,sIntxlet,0.04,8
15418,scion,S AY IH N,sYIn,0.24,4
15419,scissors,S IH Z AH R Z,sIzxrz,6.69,6
15420,sclerosis,S K L AH R OW S IH S,sklxrosIs,0.25,9
15421,scoff,S K AA F,skaf,0.41,4
15422,scold,S K OW L D,skold,1.31,5
15423,scoop,S K UW P,skup,5.67,4
15424,scoot,S K UW T,skut,2.98,4
15425,scope,S K OW P,skop,5.61,4
15426,scorch,S K AO R CH,skcrC,0.47,5
15427,scorcher,S K AO R CH AH R,skcrCxr,0.37,7
15428,score,S K OW R,skor,30.43,4
15429,scoreboard,S K AO R B AO R D,skcrbcrd,0.61,8
15430,scorecard,S K AO R K AA R D,skcrkard,0.16,8
15431,scoreless,S K AO R L AH S,skcrlxs,0.14,7
15432,scoring,S K AO R IH NG,skcrIG,1.75,6
15433,scorn,S K AO R N,skcrn,1.16,5
15434,scornful,S K AO R N F AH L,skcrnfxl,0.08,8
15435,scotch,S K AA CH,skaC,14.75,4
15436,scoundrel,S K AW N D R AH L,skWndrxl,2.98,8
15437,scour,S K AW R,skWr,0.61,4
15438,scourge,S K AH R JH,skxrJ,1.31,5
15439,scouring,S K AW R IH NG,skWrIG,0.45,6
15440,scours,S K AW AH R Z,skWxrz,0.04,6
15441,scout,S K AW T,skWt,12.88,4
15442,scowl,S K AW L,skWl,0.51,4
15443,scraggly,S K R AE G L IY,skrAgli,0.16,7
15444,scramble,S K R AE M B AH L,skrAmbxl,2.41,8
15445,scrap,S K R AE P,skrAp,4.37,5
15446,scrapbook,S K R AE P B UH K,skrApbUk,1.2,8
15447,scrape,S K R EY P,skrep,4.12,5
15448,scraping,S K R EY P IH NG,skrepIG,2.31,7
15449,scratch,S K R AE CH,skrAC,18.84,5
15450,scratchy,S K R AE CH IY,skrACi,0.96,6
15451,scrawl,S K R AO L,skrcl,0.24,5
15452,scrawny,S K R AO N IY,skrcni,1.57,6
15453,scream,S K R IY M,skrim,26.41,5
15454,screaming,S K R IY M IH NG,skrimIG,38.14,7
15455,screech,S K R IY CH,skriC,6.24,5
15456,screechy,S K R IY CH IY,skriCi,0.02,6
15457,screen,S K R IY N,skrin,23.39,5
15458,screening,S K R IY N IH NG,skrinIG,3.39,7
15459,screenplay,S K R IY N P L EY,skrinple,2.61,8
15460,screw,S K R UW,skru,37.49,4
15461,screwball,S K R UW B AO L,skrubcl,1.12,7
15462,scribble,S K R IH B AH L,skrIbxl,0.63,7
15463,scribe,S K R AY B,skrYb,0.25,5
15464,scrimmage,S K R IH M IH JH,skrImIJ,0.78,7
15465,script,S K R IH P T,skrIpt,19.61,6
15466,scriptural,S K R IH P CH AH R AH L,skrIpCxrxl,0.02,10
15467,scripture,S K R IH P CH AH R,skrIpCxr,1.35,8
15468,scrivener,S K R IH V AH N AH R,skrIvxnxr,0.04,9
15469,scrounge,S K R AW N JH,skrWnJ,0.88,6
15470,scrub,S K R AH B,skrxb,6.24,5
15471,scrubbing,S K R AH B IH NG,skrxbIG,1.9,7
15472,scrumptious,S K R AH M P SH AH S,skrxmpSxs,0.75,9
15473,scrupulosity,S K R UW P Y AH L AA S IH T IY,skrupyxlasIti,0.02,13
15474,scrupulous,S K R UW P Y AH L AH S,skrupyxlxs,0.16,10
15475,scrupulously,S K R UW P Y AH L AH S L IY,skrupyxlxsli,0.14,12
15476,scrutinize,S K R UW T AH N AY Z,skrutxnYz,0.22,9
15477,scrutiny,S K R UW T IH N IY,skrutIni,1.14,8
15478,scud,S K AH D,skxd,0.61,4
15479,scuff,S K AH F,skxf,0.45,4
15480,scuffle,S K AH F AH L,skxfxl,0.43,6
15481,sculpt,S K AH L P T,skxlpt,0.37,6
15482,sculptor,S K AH L P T AH R,skxlptxr,0.9,8
15483,sculptural,S K AH L P CH AH R AH L,skxlpCxrxl,0.08,10
15484,sculpture,S K AH L P CH AH R,skxlpCxr,3.12,8
15485,scurrilous,S K AH R AH L AH S,skxrxlxs,0.18,8
15486,scurry,S K AH R IY,skxri,0.78,5
15487,scurvy,S K AH R V IY,skxrvi,1.08,6
15488,scuttle,S K AH T AH L,skxtxl,0.8,6
15489,se,EH S IY,Esi,18.51,3
15494,seaboard,S IY B OW R D,sibord,1.2,6
15495,seacoast,S IY K OW S T,sikost,0.02,6
15496,seafarer,S IY F EH R AH R,sifErxr,0.06,7
15497,seafaring,S IY F AE R IH NG,sifArIG,0.2,7
15498,seafood,S IY F UW D,sifud,2.02,5
15499,seagull,S IY G AH L,sigxl,1.22,5
15500,seal,S IY L,sil,14.75,3
15509,seaman,S IY M AH N,simxn,1.69,5
15510,seamanship,S IY M AH N SH IH P,simxnSIp,0.25,8
15511,seamless,S IY M L AH S,simlxs,0.31,6
15512,seaport,S IY P AO R T,sipcrt,0.16,6
15513,seaquake,S IY K W EY K,sikwek,0.02,6
15518,search,S AH R CH,sxrC,48.37,4
15519,searching,S AH R CH IH NG,sxrCIG,16.78,6
15520,searchlight,S AH R CH L AY T,sxrClYt,0.43,7
15521,seashore,S IY SH OW R,siSor,0.47,5
15522,seaside,S IY S AY D,sisYd,0.65,5
15523,season,S IY Z AH N,sizxn,31.47,5
15524,seasonal,S IY Z AH N AH L,sizxnxl,0.98,7
15525,seasoning,S IY Z AH N IH NG,sizxnIG,0.53,7
15526,seat,S IY T,sit,78.78,3
15527,seaweed,S IY W IY D,siwid,1.73,5
15528,secede,S IH S IY D,sIsid,0.08,5
15529,secession,S IH S EH SH AH N,sIsESxn,0.02,7
15530,seclude,S IH K L UW D,sIklud,0.04,6
15531,seclusion,S IH K L UW ZH AH N,sIkluZxn,0.71,8
15532,second,S EH K IH N D,sEkInd,284.57,6
15533,secondary,S EH K IH N D EH R IY,sEkIndEri,4.1,9
15534,secondhand,S EH K IH N T HH AE N D,sEkInthAnd,1.06,10
15535,secrecy,S IY K R IH S IY,sikrIsi,3.47,7
15536,secret,S IY K R IH T,sikrIt,109.51,6
15537,secretarial,S EH K R AH T EH R IY AH L,sEkrxtErixl,0.31,11
15538,secretariat,S EH K R IH T EH R IY IH T,sEkrItEriIt,0.1,11
15539,secretary,S EH K R AH T EH R IY,sEkrxtEri,33.22,9
15540,secrete,S IH K R IY T,sIkrit,0.22,6
15541,secretion,S IH K R IY SH IH N,sIkriSIn,0.25,8
15542,sect,S EH K T,sEkt,0.73,4
15543,sectarian,S EH K T EH R IY AH N,sEktErixn,0.04,9
15544,section,S EH K SH IH N,sEkSIn,27.33,6
15545,sector,S EH K T AH R,sEktxr,7.06,6
15546,secular,S EH K Y UH L AH R,sEkyUlxr,0.49,8
15547,secularist,S EH K Y AH L AH R IH S T,sEkyxlxrIst,0.02,11
15548,secure,S IH K Y UH R,sIkyUr,24.33,6
15549,securing,S IH K Y UH R IH NG,sIkyUrIG,1.2,8
15550,security,S IH K Y UH R IH T IY,sIkyUrIti,94.31,9
15551,sedan,S IH D AE N,sIdAn,1.76,5
15552,sedate,S IH D EY T,sIdet,1.25,5
15553,sedative,S EH D IH T IH V,sEdItIv,2.55,7
15554,sedentary,S EH D AH N T EH R IY,sEdxntEri,0.18,9
15555,sediment,S EH D AH M AH N T,sEdxmxnt,0.41,8
15556,sedimentary,S EH D AH M EH N T AH R IY,sEdxmEntxri,0.08,11
15557,sedimentation,S EH D AH M AH N T EY SH AH N,sEdxmxnteSxn,0.04,12
15558,sedition,S IH D IH SH IH N,sIdISIn,0.45,7
15559,seditious,S IH D IH SH AH S,sIdISxs,0.16,7
15560,seduce,S IH D UW S,sIdus,3.45,5
15561,seducer,S IH D UW S AH R,sIdusxr,0.39,7
15562,seduction,S IH D AH K SH AH N,sIdxkSxn,0.98,8
15563,seductive,S IH D AH K T IH V,sIdxktIv,0.75,8
15568,seed,S IY D,sid,7.57,3
15569,seedling,S IY D L IH NG,sidlIG,0.1,6
15570,seeing,S IY IH NG,siIG,109.63,4
15571,seek,S IY K,sik,18.31,3
15572,seeker,S IY K AH R,sikxr,0.92,5
15577,seeming,S IY M IH NG,simIG,1.0,5
15578,seemingly,S IY M IH NG L IY,simIGli,2.12,7
15579,seep,S IY P,sip,0.18,3
15580,seepage,S IY P IH JH,sipIJ,0.33,5
15585,seersucker,S IH R S AH K AH R,sIrsxkxr,0.06,8
15586,segment,S EH G M AH N T,sEgmxnt,1.98,7
15587,segregate,S EH G R IH G EY T,sEgrIget,0.14,8
15588,segregation,S EH G R IH G EY SH IH N,sEgrIgeSIn,0.84,10
15589,seismic,S AY Z M IH K,sYzmIk,0.61,6
15590,seismograph,S AY Z M AH G R AE F,sYzmxgrAf,0.06,9
15591,seismological,S AY Z M AH L AO JH AH K AH L,sYzmxlcJxkxl,0.02,12
15592,seize,S IY Z,siz,4.82,3
15593,seizure,S IY ZH AH R,siZxr,3.73,5
15594,select,S AH L EH K T,sxlEkt,3.53,6
15595,selection,S AH L EH K SH IH N,sxlEkSIn,4.55,8
15596,selective,S IH L EH K T IH V,sIlEktIv,1.18,8
15597,selectivity,S IH L EH K T IH V AH T IY,sIlEktIvxti,0.06,11
15598,selectman,S AH L EH K T M AH N,sxlEktmxn,0.63,9
15599,self,S EH L F,sElf,14.16,4
15600,selfish,S EH L F IH SH,sElfIS,15.9,6
15601,selfishness,S EH L F IH SH N EH S,sElfISnEs,0.78,9
15602,selfless,S EH L F L AH S,sElflxs,1.82,7
15603,selflessness,S EH L F L IH S N EH S,sElflIsnEs,0.29,10
15612,selling,S EH L IH NG,sElIG,37.63,5
15613,sellout,S EH L AW T,sElWt,0.65,5
15614,semantic,S IH M AE N T IH K,sImAntIk,0.08,8
15615,semblance,S EH M B L IH N S,sEmblIns,0.43,8
15616,semester,S AH M EH S T AH R,sxmEstxr,6.94,8
15617,semiarid,S EH M IY AE R AH D,sEmiArxd,0.02,8
15618,semiautomatic,S EH M IY AO T AH M AE T IH K,sEmictxmAtIk,0.41,12
15619,seminal,S EH M AH N AH L,sEmxnxl,0.37,7
15620,seminar,S EH M IH N AA R,sEmInar,4.25,7
15621,seminarian,S EH M AH N EH R IY AH N,sEmxnErixn,0.02,10
15622,seminary,S EH M AH N EH R IY,sEmxnEri,1.04,8
15623,senate,S EH N IH T,sEnIt,6.49,5
15624,senator,S EH N IH T AH R,sEnItxr,33.16,7
15625,senatorial,S EH N IH T OW R IY AH L,sEnItorixl,0.24,10
15626,send,S EH N D,sEnd,179.78,4
15627,sender,S EH N D AH R,sEndxr,0.75,6
15628,sending,S EH N D IH NG,sEndIG,35.1,6
15629,senile,S IY N AY L,sinYl,1.73,5
15630,senior,S IY N Y AH R,sinyxr,26.25,6
15631,seniority,S IY N Y AO R AH T IY,sinycrxti,1.08,9
15632,senora,S EY N Y OW R AH,senyorx,1.27,7
15633,sensation,S EH N S EY SH IH N,sEnseSIn,4.88,8
15634,sensational,S EH N S EY SH AH N AH L,sEnseSxnxl,4.02,10
15635,sensationalism,S EH N S EY SH AH N AH L IH Z AH M,sEnseSxnxlIzxm,0.14,14
15636,sense,S EH N S,sEns,131.8,4
15637,senseless,S EH N S L AH S,sEnslxs,2.57,7
15638,sensibility,S EH N S AH B IH L IH T IY,sEnsxbIlIti,0.49,11
15639,sensible,S EH N S IH B AH L,sEnsIbxl,6.8,8
15640,sensing,S EH N S IH NG,sEnsIG,1.9,6
15641,sensitive,S EH N S IH T IH V,sEnsItIv,22.53,8
15642,sensitivity,S EH N S IH T IH V AH T IY,sEnsItIvxti,2.9,11
15643,sensor,S EH N S AO R,sEnscr,2.25,6
15644,sensory,S EH N S AH R IY,sEnsxri,1.08,7
15645,sensual,S EH N CH UW AH L,sEnCuxl,1.51,7
15646,sensuality,S EH N CH UW AE L IH T IY,sEnCuAlIti,0.69,10
15647,sensuous,S EH N CH UW IH S,sEnCuIs,0.49,7
15648,sentence,S EH N T AH N S,sEntxns,20.53,7
15649,sentient,S EH N CH IY AH N T,sEnCixnt,0.45,8
15650,sentiment,S EH N T AH M AH N T,sEntxmxnt,3.18,9
15651,sentimental,S EH N T AH M EH N T AH L,sEntxmEntxl,7.04,11
15652,sentimentality,S EH N T AH M EH N T AE L IH T IY,sEntxmEntAlIti,0.47,14
15653,sentimentalize,S EH N T AH M EH N T AH L AY Z,sEntxmEntxlYz,0.02,13
15654,sentinel,S EH N T AH N AH L,sEntxnxl,0.53,8
15655,sentry,S EH N T R IY,sEntri,1.37,6
15656,separable,S EH P AH R AH B AH L,sEpxrxbxl,0.02,9
15657,separate,S EH P AH R EY T,sEpxret,21.71,7
15658,separateness,S EH P AH R AH T N AH S,sEpxrxtnxs,0.14,10
15659,separation,S EH P AH R EY SH IH N,sEpxreSIn,4.86,9
15660,sepia,S IY P IY AH,sipix,0.06,5
15661,septic,S EH P T IH K,sEptIk,1.41,6
15662,septum,S EH P T AH M,sEptxm,0.35,6
15663,sepulchre,S EH P AH L K AH R,sEpxlkxr,0.14,8
15664,sequel,S IY K W AH L,sikwxl,1.76,6
15665,sequence,S IY K W IH N S,sikwIns,8.39,7
15666,sequestration,S IY K W AH S T R EY SH IH N,sikwxstreSIn,0.02,12
15667,sequin,S IY K W AH N,sikwxn,0.14,6
15668,seraph,S EH R AH F,sErxf,0.16,5
15669,serenade,S EH R AH N EY D,sErxned,1.14,7
15670,serene,S AH R IY N,sxrin,1.24,5
15671,serenity,S AH R EH N IH T IY,sxrEnIti,1.78,8
15680,sergeant,S AA R JH IH N T,sarJInt,62.94,7
15685,series,S IH R IY Z,sIriz,20.16,5
15686,serious,S IH R IY AH S,sIrixs,148.35,6
15687,seriously,S IH R IY AH S L IY,sIrixsli,64.12,8
15688,seriousness,S IH R IY AH S N AH S,sIrixsnxs,1.25,9
15689,sermon,S AH R M AH N,sxrmxn,2.73,6
15690,serological,S EH R AH L AO JH IH K AH L,sErxlcJIkxl,0.02,11
15691,serpent,S AH R P AH N T,sxrpxnt,1.94,7
15692,serpentine,S AH R P AH N T IY N,sxrpxntin,0.24,9
15693,serum,S IH R AH M,sIrxm,3.75,5
15694,servant,S AH R V AH N T,sxrvxnt,12.14,7
15695,serve,S AH R V,sxrv,37.94,4
15696,service,S AH R V AH S,sxrvxs,79.92,6
15697,serviceable,S AH R V AH S AH B AH L,sxrvxsxbxl,0.24,10
15698,serviceman,S AH R V AH S M AE N,sxrvxsmAn,0.16,9
15699,servicing,S AH R V IH S IH NG,sxrvIsIG,0.61,8
15700,servile,S AH R V AH L,sxrvxl,0.12,6
15701,serving,S AH R V IH NG,sxrvIG,11.69,6
15702,servitor,S AH R V AH T AH R,sxrvxtxr,0.04,8
15703,servo,S AH R V OW,sxrvo,0.06,5
15704,sesame,S EH S AH M IY,sEsxmi,1.53,6
15705,session,S EH SH IH N,sESIn,13.29,5
15706,set,S EH T,sEt,231.47,3
15707,setback,S EH T B AE K,sEtbAk,1.53,6
15708,setting,S EH T IH NG,sEtIG,21.55,5
15709,settle,S EH T AH L,sEtxl,42.02,5
15710,settlement,S EH T AH L M AH N T,sEtxlmxnt,6.31,9
15711,settler,S EH T L AH R,sEtlxr,0.08,6
15712,setup,S EH T AH P,sEtxp,8.63,5
15713,seven,S EH V AH N,sEvxn,104.45,5
15714,seventeen,S EH V AH N T IY N,sEvxntin,5.8,8
15715,seventeenth,S EH V AH N T IY N TH,sEvxntinT,0.37,9
15716,seventh,S EH V AH N TH,sEvxnT,9.75,6
15717,seventy,S EH V AH N T IY,sEvxnti,2.06,7
15718,sever,S EH V AH R,sEvxr,1.57,5
15719,several,S EH V AH R AH L,sEvxrxl,38.78,7
15720,severe,S AH V IH R,sxvIr,9.41,5
15721,severely,S AH V IH R L IY,sxvIrli,3.02,7
15722,severing,S EH V AH R IH NG,sEvxrIG,0.2,7
15723,severity,S IH V EH R IH T IY,sIvErIti,0.59,8
15728,sewage,S UW IH JH,suIJ,1.18,4
15729,sewer,S UW AH R,suxr,4.71,4
15730,sex,S EH K S,sEks,152.18,4
15731,sextet,S EH K S T EH T,sEkstEt,0.12,7
15732,sexton,S EH K S T IH N,sEkstIn,0.45,7
15733,sexual,S EH K SH UW AH L,sEkSuxl,33.2,7
15734,sexuality,S EH K SH UW AE L IH T IY,sEkSuAlIti,3.1,10
15735,sexy,S EH K S IY,sEksi,29.98,5
15736,shabby,SH AE B IY,SAbi,1.71,4
15737,shack,SH AE K,SAk,5.65,3
15738,shackle,SH AE K AH L,SAkxl,0.31,5
15739,shade,SH EY D,Sed,5.96,3
15740,shading,SH EY D IH NG,SedIG,0.31,5
15741,shadow,SH AE D OW,SAdo,21.18,4
15742,shadowing,SH AE D OW IH NG,SAdoIG,0.49,6
15743,shadowy,SH AE D OW IY,SAdoi,1.69,5
15744,shady,SH EY D IY,Sedi,2.35,4
15745,shaft,SH AE F T,SAft,7.71,4
15746,shag,SH AE G,SAg,1.9,3
15747,shaggy,SH AE G IY,SAgi,1.53,4
15748,shah,SH AA,Sa,0.84,2
15749,shake,SH EY K,Sek,39.63,3
15750,shaker,SH EY K AH R,Sekxr,1.59,5
15751,shaking,SH EY K IH NG,SekIG,12.88,5
15752,shaky,SH EY K IY,Seki,2.96,4
15753,shall,SH AE L,SAl,185.12,3
15754,shallow,SH AE L OW,SAlo,5.9,4
15755,shallower,SH AE L OW AH R,SAloxr,0.04,6
15756,shallowness,SH AE L OW N AH S,SAlonxs,0.1,7
15757,sham,SH AE M,SAm,1.51,3
15758,shamble,SH AE M B AH L,SAmbxl,0.04,6
15759,shame,SH EY M,Sem,41.57,3
15760,shameful,SH EY M F AH L,Semfxl,1.92,6
15761,shampoo,SH AE M P UW,SAmpu,4.22,5
15762,shamrock,SH AE M R AA K,SAmrak,0.27,6
15763,shank,SH AE NG K,SAGk,1.35,4
15768,shape,SH EY P,Sep,30.24,3
15769,shapeless,SH EY P L IH S,SeplIs,0.1,6
15770,shapely,SH EY P L IY,Sepli,0.35,5
15771,shaping,SH EY P IH NG,SepIG,1.04,5
15772,shard,SH AA R D,Sard,0.73,4
15773,share,SH EH R,SEr,69.51,3
15774,shareholder,SH EH R HH OW L D AH R,SErholdxr,0.53,9
15775,sharer,SH EH R AH R,SErxr,0.04,5
15776,sharing,SH EH R IH NG,SErIG,12.22,5
15777,shark,SH AA R K,Sark,14.98,4
15778,sharp,SH AA R P,Sarp,23.78,4
15779,sharpen,SH AA R P AH N,Sarpxn,1.12,6
15780,sharpening,SH AA R P N IH NG,SarpnIG,0.47,7
15781,sharper,SH AA R P AH R,Sarpxr,1.27,6
15782,sharpest,SH AA R P AH S T,Sarpxst,0.73,7
15783,sharply,SH AA R P L IY,Sarpli,0.57,6
15784,sharpness,SH AA R P N AH S,Sarpnxs,0.24,7
15787,shatter,SH AE T AH R,SAtxr,1.41,5
15788,shatterproof,SH AE T AH R P R UW F,SAtxrpruf,0.14,9
15789,shave,SH EY V,Sev,13.76,3
15790,shaving,SH EY V IH NG,SevIG,5.84,5
15791,shawl,SH AO L,Scl,1.37,3
15792,she,SH IY,Si,3732.88,2
15793,shea,SH EY,Se,1.63,2
15794,sheaf,SH IY F,Sif,0.04,3
15799,sheath,SH IY TH,SiT,0.49,3
15800,sheathing,SH IY DH IH NG,SiDIG,0.04,5
15801,shed,SH EH D,SEd,10.98,3
15802,sheen,SH IY N,Sin,0.94,3
15803,sheep,SH IY P,Sip,13.43,3
15804,sheepskin,SH IY P S K IH N,SipskIn,0.27,7
15809,sheet,SH IY T,Sit,11.61,3
15810,sheeting,SH IY T IH NG,SitIG,0.12,5
15815,shelf,SH EH L F,SElf,6.96,4
15816,shell,SH EH L,SEl,13.22,3
15817,shelter,SH EH L T AH R,SEltxr,11.67,6
15818,shelve,SH EH L V,SElv,0.2,4
15819,shenanigan,SH AH N AE N IH G AH N,SxnAnIgxn,0.06,9
15820,shepherd,SH EH P AH R D,SEpxrd,7.43,6
15821,sheriff,SH EH R IH F,SErIf,61.08,5
15822,sherry,SH EH R IY,SEri,13.82,4
15823,shield,SH IY L D,Sild,8.2,4
15824,shielding,SH IY L D IH NG,SildIG,0.82,6
15825,shift,SH IH F T,SIft,22.82,4
15826,shifter,SH IH F T AH R,SIftxr,0.29,6
15827,shiftless,SH IH F T L IH S,SIftlIs,0.33,7
15828,shifty,SH IH F T IY,SIfti,0.73,5
15829,shill,SH IH L,SIl,0.27,3
15830,shilling,SH IH L IH NG,SIlIG,1.47,5
15831,shim,SH IH M,SIm,0.16,3
15832,shimmer,SH IH M AH R,SImxr,0.55,5
15833,shimmy,SH IH M IY,SImi,1.16,4
15834,shin,SH IH N,SIn,3.08,3
15835,shinbone,SH IH N B OW N,SInbon,0.29,6
15836,shine,SH AY N,SYn,20.65,3
15837,shingle,SH IH NG G AH L,SIGgxl,0.75,6
15838,shiny,SH AY N IY,SYni,7.8,4
15839,ship,SH IH P,SIp,98.88,3
15840,shipboard,SH IH P B OW R D,SIpbord,0.22,7
15841,shipbuilding,SH IH P B IH L D IH NG,SIpbIldIG,0.1,9
15842,shipmate,SH IH P M EY T,SIpmet,0.33,6
15843,shipment,SH IH P M AH N T,SIpmxnt,6.31,7
15844,shipper,SH IH P AH R,SIpxr,0.12,5
15845,shipping,SH IH P IH NG,SIpIG,6.31,5
15846,shipshape,SH IH P SH EY P,SIpSep,0.59,6
15847,shipwreck,SH IH P R EH K,SIprEk,0.53,6
15848,shipyard,SH IH P Y AA R D,SIpyard,0.84,7
15849,shirk,SH AH R K,Sxrk,0.25,4
15850,shirt,SH AH R T,Sxrt,46.37,4
15851,shirtfront,SH AH R T F R AH N T,Sxrtfrxnt,0.02,9
15852,shirtsleeve,SH AH R T S L IY V,Sxrtsliv,0.02,8
15853,shit,SH IH T,SIt,474.65,3
15854,shiver,SH IH V AH R,SIvxr,1.53,5
15855,shivery,SH IH V AH R IY,SIvxri,0.12,6
15856,shoal,SH OW L,Sol,0.2,3
15857,shock,SH AA K,Sak,28.78,3
15858,shocker,SH AA K AH R,Sakxr,0.94,5
15859,shocking,SH AA K IH NG,SakIG,6.18,5
15860,shockingly,SH AA K IH NG L IY,SakIGli,0.53,7
15861,shockwave,SH AA K W EY V,Sakwev,0.24,6
15862,shoddy,SH AA D IY,Sadi,0.73,4
15867,shoelace,SH UW L EY S,Sules,0.75,5
15868,shoestring,SH UW S T R IH NG,SustrIG,0.25,7
15869,shoji,SH OW JH IY,SoJi,0.37,4
15878,shooter,SH UW T AH R,Sutxr,9.78,5
15879,shooting,SH UW T IH NG,SutIG,56.29,5
15880,shop,SH AA P,Sap,53.55,3
15881,shopkeeper,SH AA P K IY P AH R,Sapkipxr,0.39,8
15882,shopper,SH AA P AH R,Sapxr,0.65,5
15883,shopping,SH AA P IH NG,SapIG,30.0,5
15884,shopworn,SH AA P W OW R N,Sapworn,0.06,7
15885,shore,SH OW R,Sor,19.86,3
15886,shoreline,SH AO R L AY N,ScrlYn,0.55,6
15887,short,SH AO R T,Scrt,85.63,4
15888,shortage,SH AO R T IH JH,ScrtIJ,2.63,6
15889,shortcoming,SH AO R T K AH M IH NG,ScrtkxmIG,0.1,9
15890,shortcut,SH AO R T K AH T,Scrtkxt,3.94,7
15891,shorten,SH AO R T AH N,Scrtxn,1.02,6
15892,shorter,SH AO R T AH R,Scrtxr,5.88,6
15893,shortest,SH AO R T IH S T,ScrtIst,1.57,7
15894,shorthand,SH AO R T HH AE N D,ScrthAnd,1.0,8
15895,shortness,SH AO R T N AH S,Scrtnxs,0.84,7
15896,shorts,SH AO R T S,Scrts,9.41,5
15897,shortsighted,SH AO R T S AY T IH D,ScrtsYtId,0.35,9
15898,shortsightedness,SH AO R T S AY T IH D N IH S,ScrtsYtIdnIs,0.04,12
15899,shortstop,SH AO R T S T AA P,Scrtstap,0.8,8
15900,shot,SH AA T,Sat,227.43,3
15901,shotgun,SH AA T G AH N,Satgxn,10.04,6
15902,should,SH UH D,SUd,1061.94,3
15903,shoulder,SH OW L D AH R,Soldxr,26.2,6
15904,shout,SH AW T,SWt,16.45,3
15905,shouting,SH AW T IH NG,SWtIG,14.59,5
15906,shove,SH AH V,Sxv,13.22,3
15907,shovel,SH AH V AH L,Sxvxl,6.84,5
15908,show,SH OW,So,488.35,2
15909,showcase,SH OW K EY S,Sokes,0.61,5
15910,showdown,SH OW D AW N,SodWn,1.25,5
15911,shower,SH AW AH R,SWxr,41.12,4
15912,showerhead,SH AW AH R HH EH D,SWxrhEd,0.18,7
15913,showing,SH OW IH NG,SoIG,31.12,4
15914,showman,SH OW M AH N,Somxn,0.33,5
15915,showmanship,SH OW M AH N SH IH P,SomxnSIp,0.27,8
15916,showpiece,SH OW P IY S,Sopis,0.08,5
15917,showroom,SH OW R UW M,Sorum,0.63,5
15918,showy,SH OW IY,Soi,0.29,3
15919,shrapnel,SH R AE P N AH L,SrApnxl,2.22,7
15920,shred,SH R EH D,SrEd,2.94,4
15921,shredder,SH R EH D AH R,SrEdxr,0.33,6
15922,shrewd,SH R UW D,Srud,1.41,4
15923,shrewish,SH R UW IH SH,SruIS,0.02,5
15924,shriek,SH R IY K,Srik,0.63,4
15925,shrieking,SH R IY K IH NG,SrikIG,0.8,6
15926,shrill,SH R IH L,SrIl,0.47,4
15927,shrimp,SH R IH M P,SrImp,8.71,5
15928,shrine,SH R AY N,SrYn,2.96,4
15929,shrink,SH R IH NG K,SrIGk,11.31,5
15930,shrinkage,SH R IH NG K IH JH,SrIGkIJ,0.24,7
15931,shrivel,SH R IH V AH L,SrIvxl,0.39,6
15932,shroud,SH R AW D,SrWd,1.02,4
15933,shrub,SH R AH B,Srxb,0.27,4
15934,shrubbery,SH R AH B AH R IY,Srxbxri,0.35,7
15935,shrug,SH R AH G,Srxg,0.39,4
15936,shucks,SH AH K S,Sxks,1.71,4
15937,shudder,SH AH D AH R,Sxdxr,1.12,5
15938,shuffle,SH AH F AH L,Sxfxl,2.94,5
15939,shun,SH AH N,Sxn,0.51,3
15940,shunt,SH AH N T,Sxnt,0.94,4
15941,shut,SH AH T,Sxt,263.82,3
15942,shutdown,SH AH T D AW N,SxtdWn,1.47,6
15943,shutter,SH AH T AH R,Sxtxr,1.45,5
15944,shuttle,SH AH T AH L,Sxtxl,5.53,5
15945,shy,SH AY,SY,18.37,2
15946,sibilant,S IH B AH L AH N T,sIbxlxnt,0.02,8
15947,sick,S IH K,sIk,165.43,3
15948,sicken,S IH K IH N,sIkIn,0.37,5
15949,sicker,S IH K AH R,sIkxr,1.22,5
15950,sickly,S IH K L IY,sIkli,0.76,5
15951,sickness,S IH K N AH S,sIknxs,7.94,6
15952,sickroom,S IH K R UW M,sIkrum,0.18,6
15953,side,S AY D,sYd,200.92,3
15954,sidearm,S AY D AA R M,sYdarm,0.45,6
15955,sideboard,S AY D B OW R D,sYdbord,0.25,7
15956,sideline,S AY D L AY N,sYdlYn,0.61,6
