Item,Pronunciation,Phonology,Frequency
simulation,S IH M Y UH L EY SH IH N,sImyUleSIn,2.25
simultaneous,S AY M AH L T EY N IY AH S,sYmxltenixs,0.57
simultaneously,S AY M AH L T EY N IY AH S L IY,sYmxltenixsli,2.33
sin,S IH N,sIn,15.94
since,S IH N S,sIns,314.98
sincere,S AH N S IH R,sxnsIr,5.98
sincerest,S IH N S IY R AH S T,sInsirxst,0.51
sincerity,S IH N S EH R IH T IY,sInsErIti,2
sind,S IH N D,sInd,0.14
sine,S AY N,sYn,0.18
sine,S AY N,sYn,0.18
sine,S AY N,sYn,0.18
sine,S AY N,sYn,0.18
sinew,S IH N Y UW,sInyu,0.14
sinewy,S IH N Y UW IY,sInyui,0.27
sinful,S IH N F AH L,sInfxl,1.71
sing,S IH NG,sIG,97.59
singe,S IH N JH,sInJ,0.25
singer,S IH NG AH R,sIGxr,15.69
singing,S IH NG IH NG,sIGIG,44.73
single,S IH NG G AH L,sIGgxl,72.08
singleness,S IH NG G AH L N IH S,sIGgxlnIs,0.04
singular,S IH NG G Y UH L AH R,sIGgyUlxr,1.27
singularity,S IH NG G Y UH L AE R AH T IY,sIGgyUlArxti,1.27
sinister,S IH N IH S T AH R,sInIstxr,2.18
sink,S IH NG K,sIGk,16.92
sinkhole,S IH NG K HH OW L,sIGkhol,0.31
sinking,S IH NG K IH NG,sIGkIG,4.94
sinner,S IH N AH R,sInxr,2.47
sinus,S AY N IH S,sYnIs,1.75
sip,S IH P,sIp,5.1
siphon,S AY F AH N,sYfxn,0.27
sir,S AH R,sxr,964.47
sir,S AH R,sxr,964.47
sir,S AH R,sxr,964.47
sir,S AH R,sxr,964.47
sire,S AY R,sYr,13.16
siren,S AY R AH N,sYrxn,6.55
sirloin,S AH R L OY N,sxrlOn,0.61
sister,S IH S T AH R,sIstxr,180.53
sit,S IH T,sIt,311.35
site,S AY T,sYt,19.22
site,S AY T,sYt,19.22
site,S AY T,sYt,19.22
site,S AY T,sYt,19.22
site,S AY T,sYt,19.22
site,S AY T,sYt,19.22
site,S AY T,sYt,19.22
site,S AY T,sYt,19.22
site,S AY T,sYt,19.22
sitter,S IH T AH R,sItxr,1.57
sitting,S IH T IH NG,sItIG,94.39
situate,S IH CH UW EY T,sICuet,0.1
situation,S IH CH UW EY SH IH N,sICueSIn,82.49
situs,S AY T AH S,sYtxs,0.12
six,S IH K S,sIks,199.53
sixteen,S IH K S T IY N,sIkstin,8.2
sixteenth,S IH K S T IY N TH,sIkstinT,0.76
sixth,S IH K S TH,sIksT,10.8
sixty,S IH K S T IY,sIksti,5.43
sizable,S AY Z AH B AH L,sYzxbxl,0.51
size,S AY Z,sYz,46.14
sized,S AY Z D,sYzd,0.63
sizzle,S IH Z AH L,sIzxl,0.63
skate,S K EY T,sket,5.9
skeet,S K IY T,skit,0.51
skeletal,S K EH L AH T AH L,skElxtxl,0.47
skeleton,S K EH L IH T AH N,skElItxn,5.12
skeptic,S K EH P T IH K,skEptIk,0.49
skeptical,S K EH P T IH K AH L,skEptIkxl,1.47
skeptical,S K EH P T IH K AH L,skEptIkxl,1.47
skeptical,S K EH P T IH K AH L,skEptIkxl,1.47
skeptical,S K EH P T IH K AH L,skEptIkxl,1.47
skepticism,S K EH P T IH S IH Z AH M,skEptIsIzxm,0.71
skepticism,S K EH P T IH S IH Z AH M,skEptIsIzxm,0.71
skepticism,S K EH P T IH S IH Z AH M,skEptIsIzxm,0.71
skepticism,S K EH P T IH S IH Z AH M,skEptIsIzxm,0.71
sketch,S K EH CH,skEC,4.94
sketchbook,S K EH CH B UH K,skECbUk,0.2
skewer,S K Y UW AH R,skyuxr,0.41
ski,S K IY,ski,8.1
skid,S K IH D,skId,2.18
skiff,S K IH F,skIf,0.73
skiing,S K IY IH NG,skiIG,4.16
skill,S K IH L,skIl,7.92
skilled,S K IH L D,skIld,2.37
skillet,S K IH L AH T,skIlxt,1.22
skillful,S K IH L F AH L,skIlfxl,0.78
skillfully,S K IH L F AH L IY,skIlfxli,0.27
skim,S K IH M,skIm,0.84
skimming,S K IH M IH NG,skImIG,0.94
skimpy,S K IH M P IY,skImpi,0.49
skin,S K IH N,skIn,44.04
skinless,S K IH N L IH S,skInlIs,0.22
skinny,S K IH N IY,skIni,13.98
skip,S K IH P,skIp,21.1
skipper,S K IH P AH R,skIpxr,10.25
skirmish,S K AH R M IH SH,skxrmIS,0.55
skirmishing,S K AH R M IH SH IH NG,skxrmISIG,0.06
skirt,S K AH R T,skxrt,9.96
skit,S K IH T,skIt,0.82
skulk,S K AH L K,skxlk,0.29
skull,S K AH L,skxl,14.71
skullcap,S K AH L K AE P,skxlkAp,0.1
skunk,S K AH NG K,skxGk,3.25
sky,S K AY,skY,44.8
skylark,S K AY L AA R K,skYlark,0.27
skylight,S K AY L AY T,skYlYt,0.84
skyline,S K AY L AY N,skYlYn,0.67
skyscraper,S K AY S K R EY P AH R,skYskrepxr,0.78
skyway,S K AY W EY,skYwe,0.31
slab,S L AE B,slAb,1.84
slack,S L AE K,slAk,5.92
slacken,S L AE K IH N,slAkIn,0.1
slake,S L EY K,slek,0.06
slam,S L AE M,slAm,5.8
slander,S L AE N D AH R,slAndxr,1.25
slanderer,S L AE N D AH R AH R,slAndxrxr,0.02
slanderous,S L AE N D AH R AH S,slAndxrxs,0.24
slang,S L AE NG,slAG,1.39
slant,S L AE N T,slAnt,1.14
slap,S L AE P,slAp,12.47
slapstick,S L AE P S T IH K,slApstIk,0.24
slash,S L AE SH,slAS,2.39
slash,S L AE SH,slAS,2.39
slat,S L AE T,slAt,0.08
slate,S L EY T,slet,3.24
slatted,S L AE T IH D,slAtId,0.02
slaughter,S L AO T AH R,slctxr,5.45
slave,S L EY V,slev,18.43
slaver,S L AE V AH R,slAvxr,0.27
slavery,S L EY V AH R IY,slevxri,4.06
slavish,S L EY V IH SH,slevIS,0.1
slay,S L EY,sle,2.14
slaying,S L EY IH NG,sleIG,0.92
sledding,S L EH D IH NG,slEdIG,0.39
sleek,S L IY K,slik,0.84
sleep,S L IY P,slip,227.94
sleeper,S L IY P AH R,slipxr,2.06
sleeping,S L IY P IH NG,slipIG,59.35
sleepless,S L IY P L IH S,sliplIs,1.35
sleepwalker,S L IY P W AO K AH R,slipwckxr,0.22
sleepy,S L IY P IY,slipi,8.57
sleet,S L IY T,slit,0.65
sleeve,S L IY V,sliv,5.61
slender,S L EH N D AH R,slEndxr,0.75
sleuthing,S L UW TH IH NG,sluTIG,0.2
slice,S L AY S,slYs,8.53
slick,S L IH K,slIk,6.86
slicker,S L IH K AH R,slIkxr,0.82
slide,S L AY D,slYd,17.82
slight,S L AY T,slYt,10.18
slighter,S L AY T AH R,slYtxr,0.02
slightest,S L AY T AH S T,slYtxst,6.78
slightly,S L AY T L IY,slYtli,11.29
slim,S L IH M,slIm,11.86
slime,S L AY M,slYm,2.76
slimmer,S L IH M AH R,slImxr,0.22
sling,S L IH NG,slIG,2.29
slingshot,S L IH NG SH AA T,slIGSat,1.39
slip,S L IH P,slIp,25.88
slippage,S L IH P IH JH,slIpIJ,0.12
slipper,S L IH P AH R,slIpxr,2.22
slippery,S L IH P AH R IY,slIpxri,4.41
slipstream,S L IH P S T R IY M,slIpstrim,2.82
slit,S L IH T,slIt,3.8
slob,S L AA B,slab,3.57
sloe,S L OW,slo,0.06
sloe,S L OW,slo,0.06
sloe,S L OW,slo,0.06
sloe,S L OW,slo,0.06
slogan,S L OW G IH N,slogIn,2.49
sloop,S L UW P,slup,0.2
slop,S L AA P,slap,1.84
slope,S L OW P,slop,2.94
sloppy,S L AA P IY,slapi,5.88
slosh,S L AA SH,slaS,0.12
slot,S L AA T,slat,5.49
slothful,S L AO TH F AH L,slcTfxl,0.06
slouch,S L AW CH,slWC,0.63
slovenly,S L AH V AH N L IY,slxvxnli,0.06
slow,S L OW,slo,76.02
slow,S L OW,slo,76.02
slow,S L OW,slo,76.02
slow,S L OW,slo,76.02
slower,S L OW AH R,sloxr,5.18
slowest,S L OW AH S T,sloxst,0.45
slowing,S L OW IH NG,sloIG,3.06
slowness,S L OW N AH S,slonxs,0.08
sludge,S L AH JH,slxJ,0.47
slug,S L AH G,slxg,4.96
slugger,S L AH G AH R,slxgxr,1.1
sluggish,S L AH G IH SH,slxgIS,0.78
sluice,S L UW S,slus,0.27
slum,S L AH M,slxm,1.27
slumber,S L AH M B AH R,slxmbxr,2.75
slump,S L AH M P,slxmp,1.2
slurp,S L AH R P,slxrp,0.43
slurry,S L AH R IY,slxri,0.04
sly,S L AY,slY,2.67
smack,S M AE K,smAk,9.51
small,S M AO L,smcl,124.96
smaller,S M AO L AH R,smclxr,13.33
smallest,S M AO L AH S T,smclxst,3.25
smallish,S M AO L IH SH,smclIS,0.27
smallness,S M AO L N AH S,smclnxs,0.04
smallpox,S M AO L P AA K S,smclpaks,1.47
smalltime,S M AO L T AY M,smcltYm,0.18
smart,S M AA R T,smart,96.25
smarter,S M AA R T AH R,smartxr,10.84
smash,S M AE SH,smAS,8.25
smattering,S M AE T AH R IH NG,smAtxrIG,0.18
smear,S M IH R,smIr,2.18
smell,S M EH L,smEl,83.14
smelt,S M EH L T,smElt,1.02
smile,S M AY L,smYl,58
smirk,S M AH R K,smxrk,0.8
smite,S M AY T,smYt,0.57
smithereens,S M IH DH AH R IY N Z,smIDxrinz,0.55
smithy,S M IH TH IY,smITi,1.24
smog,S M AO G,smcg,1.08
smoke,S M OW K,smok,65.43
smokehouse,S M OW K HH AW S,smokhWs,0.35
smoker,S M OW K AH R,smokxr,2.27
smokescreen,S M OW K S K R IY N,smokskrin,0.16
smoky,S M OW K IY,smoki,0.67
smooth,S M UW DH,smuD,18.27
smoothbore,S M UW DH B OW R,smuDbor,0.02
smoother,S M UW DH AH R,smuDxr,0.96
smoothest,S M UW DH AH S T,smuDxst,0.22
smoothness,S M UW DH N AH S,smuDnxs,0.12
smother,S M AH DH AH R,smxDxr,1.18
smudge,S M AH JH,smxJ,1
smug,S M AH G,smxg,2.39
smuggle,S M AH G AH L,smxgxl,2
smuggler,S M AH G AH L AH R,smxgxlxr,1.22
snack,S N AE K,snAk,9.14
snag,S N AE G,snAg,1.9
snail,S N EY L,snel,1.76
snake,S N EY K,snek,22.35
snap,S N AE P,snAp,17.39
snapdragon,S N AE P D R AE G IH N,snApdrAgIn,0.02
snapper,S N AE P AH R,snApxr,0.67
snapping,S N AE P IH NG,snApIG,1.69
snappy,S N AE P IY,snApi,2.94
snapshot,S N AE P SH AA T,snApSat,1.04
snare,S N AE R,snAr,0.76
snarl,S N AA R L,snarl,0.53
snatch,S N AE CH,snAC,3.9
snazzy,S N AE Z IY,snAzi,0.61
sneak,S N IY K,snik,16.88
sneaker,S N IY K AH R,snikxr,0.69
sneaky,S N IY K IY,sniki,4.24
sneer,S N IH R,snIr,0.75
sneeze,S N IY Z,sniz,2.94
snick,S N IH K,snIk,0.02
snicker,S N IH K AH R,snIkxr,0.29
sniff,S N IH F,snIf,3.55
snigger,S N IH G AH R,snIgxr,0.02
snip,S N IH P,snIp,2.12
sniper,S N AY P AH R,snYpxr,4.35
sniping,S N AY P IH NG,snYpIG,0.25
snippy,S N IH P IY,snIpi,0.92
snob,S N AA B,snab,2.18
snobbery,S N AA B AH R IY,snabxri,0.2
snobbish,S N AA B IH SH,snabIS,0.31
snoop,S N UW P,snup,2.49
snore,S N OW R,snor,1.61
snoring,S N AO R IH NG,sncrIG,2.88
snort,S N AO R T,sncrt,1.16
snout,S N AW T,snWt,0.84
snow,S N OW,sno,31.35
snowball,S N OW B AO L,snobcl,1.39
snowfall,S N OW F AO L,snofcl,0.39
snowflake,S N OW F L EY K,snoflek,1.18
snowstorm,S N OW S T AO R M,snostcrm,0.86
snowy,S N OW IY,snoi,1.06
snub,S N AH B,snxb,0.39
snuff,S N AH F,snxf,2
snug,S N AH G,snxg,1.43
snuggle,S N AH G AH L,snxgxl,1.29
so,S OW,so,4244.16
so,S OW,so,4244.16
so,S OW,so,4244.16
so,S OW,so,4244.16
soak,S OW K,sok,3.45
soaking,S OW K IH NG,sokIG,2.75
soap,S OW P,sop,15.2
soapy,S OW P IY,sopi,0.49
soar,S OW R,sor,1.53
soar,S OW R,sor,1.53
soar,S OW R,sor,1.53
soar,S OW R,sor,1.53
sob,S AA B,sab,1.51
sober,S OW B AH R,sobxr,10.1
sobriety,S AH B R AY AH T IY,sxbrYxti,0.65
sobriquet,S OW B R IH K EY,sobrIke,0.02
soccer,S AA K AH R,sakxr,12.55
sociability,S OW SH AH B IH L IH T IY,soSxbIlIti,0.04
sociable,S OW SH AH B AH L,soSxbxl,1
social,S OW SH AH L,soSxl,33.39
socialism,S OW SH AH L IH Z AH M,soSxlIzxm,0.57
socialist,S OW SH AH L IH S T,soSxlIst,1.27
socialistic,S OW SH AH L IH S T IH K,soSxlIstIk,0.06
socialization,S OW SH AH L AH Z EY SH IH N,soSxlxzeSIn,0.2
socialize,S OW SH AH L AY Z,soSxlYz,0.96
societal,S AH S AY IH T AH L,sxsYItxl,0.16
societe,S OW S IY EH T EY,sosiEte,0.02
society,S IH S AY AH T IY,sIsYxti,32.92
socioeconomic,S OW S IY OW EH K AH N AA M IH K,sosioEkxnamIk,0.16
sociological,S OW S IY AH L AA JH IH K AH L,sosixlaJIkxl,0.27
sociologist,S OW S IY AA L AH JH IH S T,sosialxJIst,0.14
sociology,S OW S IY AA L AH JH IY,sosialxJi,0.43
sock,S AA K,sak,8.98
socket,S AA K IH T,sakIt,1.61
sod,S AA D,sad,1.84
soda,S OW D AH,sodx,19.84
sodden,S AA D AH N,sadxn,0.12
sodium,S OW D IY AH M,sodixm,2.47
sofa,S OW F AH,sofx,5.86
soft,S AO F T,scft,32.02
soften,S AO F AH N,scfxn,1.49
softener,S AO F AH N AH R,scfxnxr,0.45
softening,S AO F N IH NG,scfnIG,0.45
softer,S AO F T AH R,scftxr,1.71
softest,S AO F T AH S T,scftxst,0.37
softly,S AO F L IY,scfli,4.73
softness,S AO F N AH S,scfnxs,0.47
softwood,S AO F T W UH D,scftwUd,0.02
soggy,S AA G IY,sagi,0.98
soil,S OY L,sOl,7.78
soiree,S W AA R EY,sware,0.75
sojourn,S OW JH AH R N,soJxrn,0.25
sojourner,S OW JH AH R N AH R,soJxrnxr,0.06
solace,S AA L AH S,salxs,1.53
solar,S OW L AH R,solxr,4.63
solder,S AA D AH R,sadxr,0.04
soldier,S OW L JH AH R,solJxr,38.92
soldiery,S OW L JH AH R IY,solJxri,0.04
sole,S OW L,sol,5.25
sole,S OW L,sol,5.25
sole,S OW L,sol,5.25
sole,S OW L,sol,5.25
solely,S OW L IY,soli,1.75
solemn,S AA L AH M,salxm,2.2
solemnity,S AH L EH M N IH T IY,sxlEmnIti,0.06
solicit,S AH L IH S IH T,sxlIsIt,0.61
solicitor,S AH L IH S IH T AH R,sxlIsItxr,0.88
solicitous,S AH L IH S IH T AH S,sxlIsItxs,0.14
solicitude,S AH L IH S IH T UW D,sxlIsItud,0.06
solid,S AA L IH D,salId,19.57
solidarity,S AA L AH D AE R AH T IY,salxdArxti,0.78
solidify,S AH L IH D AH F AY,sxlIdxfY,0.2
solidity,S AH L IH D IH T IY,sxlIdIti,0.08
solipsism,S AA L IH P S IH Z AH M,salIpsIzxm,0.12
solitary,S AA L IH T EH R IY,salItEri,3.41
solitude,S AA L IH T UW D,salItud,2
solo,S OW L OW,solo,8.55
soloist,S OW L OW IH S T,soloIst,0.2
solstice,S OW L S T IH S,solstIs,0.31
soluble,S AA L Y UW B AH L,salyubxl,0.16
solution,S AH L UW SH IH N,sxluSIn,15.82
solve,S AO L V,sclv,19.49
solvency,S AO L V AH N S IY,sclvxnsi,0.08
solvent,S AA L V AH N T,salvxnt,0.55
soma,S OW M AH,somx,0.24
somatic,S OW M AE T IH K,somAtIk,0.12
some,S AH M,sxm,1727.24
some,S AH M,sxm,1727.24
some,S AH M,sxm,1727.24
some,S AH M,sxm,1727.24
somebody,S AH M B AA D IY,sxmbadi,344.53
someone,S AH M AH R,sxmxr,446.12
someone,S AH M AH R,sxmxr,446.12
someone,S AH M AH R,sxmxr,446.12
someone,S AH M AH R,sxmxr,446.12
someplace,S AH M P L EY S,sxmples,31.59
somersault,S AH M AH R S AO L T,sxmxrsclt,0.49
something,S AH M TH IH NG,sxmTIG,1500.16
somewhat,S AH M HH W AH T,sxmhwxt,9.1
somewhere,S AH M W EH R,sxmwEr,111.53
sommelier,S AH M AH L Y EY,sxmxlye,0.12
somnolent,S AA M N AH L AH N T,samnxlxnt,0.02
son,S AH N,sxn,410.76
son,S AH N,sxn,410.76
son,S AH N,sxn,410.76
son,S AH N,sxn,410.76
sonar,S OW N AA R,sonar,4.14
sonata,S AH N AA T AH,sxnatx,0.63
song,S AO NG,scG,93.69
songbook,S AO NG B UH K,scGbUk,0.06
sonic,S AA N IH K,sanIk,1.94
sonnet,S AA N IH T,sanIt,0.76
sonny,S AH N IY,sxni,17.29
sonny,S AH N IY,sxni,17.29
sonny,S AH N IY,sxni,17.29
sonny,S AH N IY,sxni,17.29
sonogram,S AO N AH G R AE M,scnxgrAm,0.27
sonorous,S AH N OW R AH S,sxnorxs,0.04
soon,S UW N,sun,257.65
soot,S UH T,sUt,1.08
soothe,S UW DH,suD,1.29
soothsayer,S UW TH S EY AH R,suTsexr,0.12
sop,S AA P,sap,0.27
sophisticate,S AH F IH S T AH K AH T,sxfIstxkxt,0.04
sophisticated,S AH F IH S T IH K EY T IH D,sxfIstIketId,6.78
sophistication,S AH F IH S T AH K EY SH AH N,sxfIstxkeSxn,0.96
sophomore,S AA F AH M OW R,safxmor,2.86
sopping,S AA P IH NG,sapIG,0.22
soprano,S AH P R AE N OW,sxprAno,2.65
sorcery,S AO R S AH R IY,scrsxri,0.65
sordid,S AO R D IH D,scrdId,2.49
sore,S OW R,sor,15
sore,S OW R,sor,15
sore,S OW R,sor,15
sore,S OW R,sor,15
soreness,S OW R N AH S,sornxs,0.1
sorghum,S AO R G AH M,scrgxm,0.16
sorority,S AH R AO R AH T IY,sxrcrxti,1.88
sorrel,S AO R AH L,scrxl,0.41
sorriest,S AA R IY AH S T,sarixst,0.37
sorrow,S AA R OW,saro,6.86
sorry,S AA R IY,sari,1167.96
sorry,S AA R IY,sari,1167.96
sorry,S AA R IY,sari,1167.96
sorry,S AA R IY,sari,1167.96
sort,S AO R T,scrt,148.71
sortie,S AO R T IY,scrti,0.08
souffle,S UW F L EY,sufle,0.43
soul,S OW L,sol,76.96
soul,S OW L,sol,76.96
soul,S OW L,sol,76.96
soul,S OW L,sol,76.96
soulful,S OW L F AH L,solfxl,0.43
sound,S AW N D,sWnd,143.39
sounder,S AW N D AH R,sWndxr,0.12
sounding,S AW N D IH NG,sWndIG,3.78
soundness,S AW N D N AH S,sWndnxs,0.04
soundproof,S AW N D P R UW F,sWndpruf,0.8
soup,S UW P,sup,25.2
sour,S AW R,sWr,5.82
source,S OW R S,sors,28.18
south,S AW TH,sWT,64.47
southbound,S AW TH B AW N D,sWTbWnd,0.78
southeast,S AW TH IY S T,sWTist,3.27
southeastern,S AW TH IY S T AH R N,sWTistxrn,0.18
southern,S AH DH AH R N,sxDxrn,11.61
southerner,S AH DH AH R N AH R,sxDxrnxr,0.22
southpaw,S AW TH P AO,sWTpc,0.51
southward,S AW TH W AH R D,sWTwxrd,0.25
southwest,S AW TH W EH S T,sWTwEst,3.43
southwestern,S AW TH W EH S T AH R N,sWTwEstxrn,0.31
souvenir,S UW V AH N IH R,suvxnIr,4.71
sovereign,S AA V AH R AH N,savxrxn,2.51
sovereignty,S AA V R IH N T IY,savrInti,0.57
soviet,S OW V IY IH T,soviIt,7.06
sow,S AW,sW,1.92
sowbelly,S AW B EH L IY,sWbEli,0.14
sowing,S OW IH NG,soIG,0.2
soy,S OY,sO,2.31
soybean,S OY B IY N,sObin,0.49
spa,S P AA,spa,4.69
space,S P EY S,spes,66.06
spacecraft,S P EY S K R AE F T,speskrAft,2.25
spacer,S P EY S AH R,spesxr,0.1
spaceship,S P EY S SH IH P,spesSIp,3.69
spacesuit,S P EY S S UW T,spessut,0.12
spacing,S P EY S IH NG,spesIG,0.55
spacious,S P EY SH IH S,speSIs,1.14
spade,S P EY D,sped,2.31
spaghetti,S P AH G EH T IY,spxgEti,5.92
span,S P AE N,spAn,1.98
spangle,S P AE NG G AH L,spAGgxl,0.08
spangled,S P AE NG G AH L D,spAGgxld,0.24
spaniel,S P AE N Y AH L,spAnyxl,0.84
spar,S P AA R,spar,0.71
spare,S P AE R,spAr,30.84
spark,S P AA R K,spark,6.27
sparkle,S P AA R K AH L,sparkxl,1.67
sparkling,S P AA R K AH L IH NG,sparkxlIG,2
sparrow,S P AE R OW,spAro,2.61
sparse,S P AA R S,spars,0.22
spasm,S P AE Z AH M,spAzxm,1.1
spat,S P AE T,spAt,1.55
spate,S P EY T,spet,0.2
spatial,S P EY SH AH L,speSxl,0.57
spatter,S P AE T AH R,spAtxr,1.18
speak,S P IY K,spik,187.18
speaker,S P IY K AH R,spikxr,6.9
speaking,S P IY K IH NG,spikIG,69.9
spear,S P IH R,spIr,4.55
spearhead,S P IH R HH EH D,spIrhEd,0.35
special,S P EH SH AH L,spESxl,148.57
specialist,S P EH SH AH L IH S T,spESxlIst,5.18
specialization,S P EH SH AH L AH Z EY SH IH N,spESxlxzeSIn,0.06
specialize,S P EH SH AH L AY Z,spESxlYz,1.33
specialty,S P EH SH AH L T IY,spESxlti,5.33
specie,S P IY SH IY,spiSi,0.08
species,S P IY SH IY Z,spiSiz,13.65
specific,S P AH S IH F IH K,spxsIfIk,17.8
specifically,S P AH S IH F IH K L IY,spxsIfIkli,10.27
specification,S P EH S IH F IH K EY SH IH N,spEsIfIkeSIn,0.16
specificity,S P EH S AH F IH S AH T IY,spEsxfIsxti,0.1
specify,S P EH S IH F AY,spEsIfY,0.9
specimen,S P EH S AH M AH N,spEsxmxn,4.75
specious,S P IY SH IH S,spiSIs,0.22
speck,S P EH K,spEk,1.86
spectacle,S P EH K T IH K AH L,spEktIkxl,2.57
spectacular,S P EH K T AE K Y UH L AH R,spEktAkyUlxr,5.67
spectator,S P EH K T EY T AH R,spEktetxr,0.9
specter,S P EH K T AH R,spEktxr,0.33
spectral,S P EH K T R AH L,spEktrxl,0.63
spectrometer,S P EH K T R AA M IH T AH R,spEktramItxr,0.16
spectrophotometric,S P EH K T R OW F OW T AH M EH T R IH K,spEktrofotxmEtrIk,0.02
spectroscopy,S P EH K T R AA S K AH P IY,spEktraskxpi,0.12
spectrum,S P EH K T R AH M,spEktrxm,2.16
speculate,S P EH K Y UH L EY T,spEkyUlet,1.22
speculation,S P EH K Y UH L EY SH IH N,spEkyUleSIn,2.31
speculative,S P EH K Y UH L EY T IH V,spEkyUletIv,0.24
speculator,S P EH K Y AH L AH T AH R,spEkyxlxtxr,0.1
speech,S P IY CH,spiC,38.04
speechless,S P IY CH L IH S,spiClIs,1.75
speed,S P IY D,spid,41.25
speedboat,S P IY D B OW T,spidbot,0.53
speedometer,S P IH D AA M AH T AH R,spIdamxtxr,0.24
speedup,S P IY D AH P,spidxp,0.02
speedy,S P IY D IY,spidi,1.96
spell,S P EH L,spEl,36.65
spelling,S P EH L IH NG,spElIG,5.02
spend,S P EH N D,spEnd,93.27
spender,S P EH N D AH R,spEndxr,1.33
spending,S P EH N D IH NG,spEndIG,24.78
spew,S P Y UW,spyu,0.47
spewing,S P Y UW IH NG,spyuIG,0.37
sphere,S F IH R,sfIr,2.47
spherical,S F IH R IH K AH L,sfIrIkxl,0.18
spic,S P IH K,spIk,1.16
spice,S P AY S,spYs,5.29
spicy,S P AY S IY,spYsi,3.31
spider,S P AY D AH R,spYdxr,10.1
spidery,S P AY D AH R IY,spYdxri,0.08
spigot,S P IH G AH T,spIgxt,0.29
spike,S P AY K,spYk,12.25
spill,S P IH L,spIl,8.47
spin,S P IH N,spIn,14.63
spinach,S P IH N IH CH,spInIC,2.55
spindle,S P IH N D AH L,spIndxl,0.41
spine,S P AY N,spYn,5.75
spineless,S P AY N L IH S,spYnlIs,0.86
spiral,S P AY R AH L,spYrxl,1.78
spire,S P AY R,spYr,0.1
spirit,S P IH R IH T,spIrIt,49.35
spirited,S P IH R IH T IH D,spIrItId,1.22
spiritual,S P IH R IH CH UW AH L,spIrICuxl,8.88
spirituality,S P IH R IH CH UH AE L AH T IY,spIrICUAlxti,0.9
spiritually,S P IH R IH CH AH W AH L IY,spIrICxwxli,1.08
spit,S P IH T,spIt,19.35
spite,S P AY T,spYt,7.61
spittle,S P IH T AH L,spItxl,0.24
splash,S P L AE SH,splAS,4.22
splashy,S P L AE SH IY,splASi,0.16
splatter,S P L AE T AH R,splAtxr,0.86
splay,S P L EY,sple,0.08
spleen,S P L IY N,splin,2.57
splendid,S P L EH N D IH D,splEndId,11.67
splendidly,S P L EH N D IH D L IY,splEndIdli,0.61
splendor,S P L EH N D AH R,splEndxr,1.18
splice,S P L AY S,splYs,0.39
splicing,S P L AY S IH NG,splYsIG,0.24
splinter,S P L IH N T AH R,splIntxr,1.47
split,S P L IH T,splIt,38.31
splotch,S P L AA CH,splaC,0.08
splurge,S P L AH R JH,splxrJ,0.37
spoil,S P OY L,spOl,11.63
spoke,S P OW K,spok,38.63
spokesman,S P OW K S M AH N,spoksmxn,1.18
sponge,S P AH N JH,spxnJ,6.71
spongy,S P AH N JH IY,spxnJi,0.24
sponsor,S P AA N S AH R,spansxr,5.35
sponsorship,S P AA N S AH R SH IH P,spansxrSIp,0.43
spontaneity,S P AA N T IH N IY AH T IY,spantInixti,0.82
spontaneous,S P AA N T EY N IY AH S,spantenixs,4.18
spoof,S P UW F,spuf,0.24
spooky,S P UW K IY,spuki,4.73
spoon,S P UW N,spun,7.61
spoonful,S P UW N F UH L,spunfUl,0.59
sporadic,S P AH R AE D IH K,spxrAdIk,0.27
spore,S P OW R,spor,0.14
sport,S P OW R T,sport,19.9
sportiest,S P OW R T IY AH S T,sportixst,0.02
sportsman,S P OW R T S M AH N,sportsmxn,0.69
sportsmanship,S P OW R T S M AH N SH IH P,sportsmxnSIp,0.55
sportswriter,S P AO R T S R AY T AH R,spcrtsrYtxr,0.71
spot,S P AA T,spat,61.57
spotless,S P AA T L AH S,spatlxs,1.18
spotlight,S P AA T L AY T,spatlYt,2.9
spotty,S P AA T IY,spati,0.63
spouse,S P AW Z,spWz,1.9
spout,S P AW T,spWt,1.02
sprain,S P R EY N,spren,0.84
sprawl,S P R AO L,sprcl,0.14
spray,S P R EY,spre,9.65
spraying,S P R EY IH NG,spreIG,1.2
spread,S P R EH D,sprEd,31.29
spreader,S P R EH D AH R,sprEdxr,0.69
spreading,S P R EH D IH NG,sprEdIG,6.75
spree,S P R IY,spri,2.14
sprig,S P R IH G,sprIg,0.24
sprightly,S P R AY T L IY,sprYtli,0.14
spring,S P R IH NG,sprIG,31.31
springboard,S P R IH NG B OW R D,sprIGbord,0.08
springtime,S P R IH NG T AY M,sprIGtYm,1.47
sprinkle,S P R IH NG K AH L,sprIGkxl,1.45
sprinkling,S P R IH NG K L IH NG,sprIGklIG,0.39
sprint,S P R IH N T,sprInt,0.71
sprout,S P R AW T,sprWt,0.9
sprouting,S P R AW T IH NG,sprWtIG,0.25
spruce,S P R UW S,sprus,1.1
spur,S P AH R,spxr,1.43
spurious,S P Y UH R IY AH S,spyUrixs,0.1
spurn,S P AH R N,spxrn,0.22
spurt,S P AH R T,spxrt,0.37
sputnik,S P UH T N IH K,spUtnIk,0.51
sputter,S P AH T AH R,spxtxr,0.12
spy,S P AY,spY,20.06
squabble,S K W AA B AH L,skwabxl,0.45
squabbling,S K W AA B L IH NG,skwablIG,0.29
squad,S K W AA D,skwad,21.49
squadron,S K W AA D R AH N,skwadrxn,4.39
